status,id,display_name,legal_name,url,department,street_address,city,neighbourhood,postal_code,region,country,requires_identification,operating_countries,custom_identifier,identifiers,generic_url,generic_email,generic_note,access_url,access_email,access_note,deletion_url,deletion_email,deletion_note,portability_url,portability_email,portability_note,correction_url,correction_email,correction_note
,,ASBÖ,Arbeiter-Samariter-Bund Österreichs,,,Hollergasse 2-6,Wien,,1150,Wien,AUSTRIA,,,vereine_privat_16_24-08-2020,,,info@samariterbund.net,"Phone: +43189145226, Fax: +43189145149",,,,,,,,,,,,
,,Reporter ohne Grenzen,Reporter ohne Grenzen Österreich,,,Helferstorferstraße 5,Wien,,1010,Wien,AUSTRIA,,,vereine_privat_17_24-08-2020,,,info@rog.at,"Phone: +436642546847, Fax: ",,,,,,,,,,,,
,,Amnesty,Amnesty International Österreich,,,Lerchenfelder Gürtel 43/4/3,Wien,,1160,Wien,AUSTRIA,,,vereine_privat_18_24-08-2020,,,office@amnesty.at,"Phone: +43178008, Fax: +4317800844",,,,,,,,,,,,
,,AKS,"Aktion kritischer Schüler_innen, Bundesorganisation",,,Amtshausgasse 4,Wien,,1050,Wien,AUSTRIA,,,vereine_privat_19_24-08-2020,,,aks@aks.at,"Phone: +431523124331, Fax: ",,,,,,,,,,,,
,,AKV,AKV EUROPA – Alpenländischer Kreditorenverband,,,Schleifmühlgasse 2,Wien Postfach,,1041,Wien,AUSTRIA,,,firmen_privat_1_24-08-2020,,,office@akveuropa.at,"Phone: +435041000, Fax: +435041001522",,,,,,,,,,,,
,,KSV1870,KS­V1870 Hol­ding AG,,,Wagenseilgasse 7,Wien,,1120,Wien,AUSTRIA,,,firmen_privat_2_24-08-2020,,,ksv@ksv.at,"Phone: +43501870, Fax: +43501870991000",,,,,,,,,,,,
,,Creditreform Wirtschaftsauskunftei Kubicki,Creditreform Wirtschaftsauskunftei Kubicki KG,,,Muthgasse 36-40/Bauteil 4,Wien,,1190,Wien,AUSTRIA,,,firmen_privat_3_24-08-2020,,,creditreform@wien.creditreform.at,"Phone: +43121862200, Fax: +43121862204",,,,,,,,,,,,
,,Aktiv Inkasso,Aktiv Inkasso e.U.,,,Walfischgasse 6/1/242,Wien,,1010,Wien,AUSTRIA,,,firmen_privat_4_24-08-2020,,,erfolg@aktivinkasso.at,"Phone: +436606300000, Fax: ",,,,,,,,,,,,
,,Detektei Lux,Auskunftei Lux staatl konz cand jur K.G. WRBA,,,Grünentorgasse 29,Wien,,1090,Wien,AUSTRIA,,,firmen_privat_5_24-08-2020,,,wrba@a1.net,"Phone: +4313151939, Fax: ",,,,,,,,,,,,
,,AVS,AVS Betriebsorganisation GesmbH,,,Hebbelplatz 5,Wien,,1100,Wien,AUSTRIA,,,firmen_privat_6_24-08-2020,,,austria@avs-europe.com,"Phone: +4316045858, Fax: +4316039595",,,,,,,,,,,,
,,Bisnode,Bisnode Austria GmbH,,,Jakov-Lind Straße 4/1,Wien,,1020,Wien,AUSTRIA,,,firmen_privat_7_24-08-2020,,,office.at@bisnode.com,"Phone: +431588610, Fax: +431588613444",,,,,,,,,,,,
,,Bisnode D&B,Bisnode D&B Austria GmbH,,,Jakov-Lind Straße 4/1,Wien,,1020,Wien,AUSTRIA,,,firmen_privat_8_24-08-2020,,,office.at@bisnode.com,"Phone: +431588610, Fax: +431588613444",,,,,,,,,,,,
,,Coface Central Europe,Coface Central Europe Holding GmbH,,,Marxergasse 4c,Wien,,1030,Wien,AUSTRIA,,,firmen_privat_9_24-08-2020,,,office@cofacecentraleurope.com,"Phone: +431515540, Fax: +4315124415",,,,,,,,,,,,
,,Eder Christian Auskunftei,Eder Christian Auskunftei GmbH,,,Wallackstraße 17,Bruck an der Großglocknerstraße,,5671,Salzburg,AUSTRIA,,,firmen_privat_10_24-08-2020,,,christian.eder@sbg.at,"Phone: +436644302981, Fax: +4365456048",,,,,,,,,,,,
,,Fair Use Auskunftei,Fair Use Auskunftei GmbH,,,Metzgerstraße 54,Salzburg,,5020,Salzburg,AUSTRIA,,,firmen_privat_11_24-08-2020,,,office@fair-use.at,"Phone: +43622939024, Fax: ",,,,,,,,,,,,
,,payolution,payolution GmbH,,,Am Euro-Platz 2,Wien,,1120,Wien,AUSTRIA,,,firmen_privat_12_24-08-2020,,,office@payolution.com,"Phone: +438004043300, Fax: ",,,,,,,,,,,,
,,PROINFORM,PROINFORM Wirtschaftsinformationen GmbH,,,Pongauerstraße 16,Neumarkt am Wallersee,,5202,Salzburg,AUSTRIA,,,firmen_privat_13_24-08-2020,,,info@proinform.at,"Phone: +4377463854, Fax: ",,,,,,,,,,,,
,,CRIF,CRIF GmbH,,,Rothschildplatz 3/Top 3.06.B,Wien,,1020,Wien,AUSTRIA,,,firmen_privat_14_24-08-2020,,,auskunft@crif.com,"Phone: +43189742440, Fax: +4318974244833",,,,,,,,,,,,
,,infoscore,infoscore austria GmbH,,,Weyringergasse 1,Wien,,1040,Wien,AUSTRIA,,,firmen_privat_15_24-08-2020,,,info@infoscore.at,"Phone: +43150364090, Fax: +4315036490968",,,,,,,,,,,,
,,Wiener Linien,Wiener Linien GmbH & Co KG,,,Erdbergstraße 202,Wien,,1030,Wien,AUSTRIA,,,firmen_privat_16_24-08-2020,,,post@wienerlinien.at,"Phone: +43179090, Fax: +431790924609",,,,,,,,,,,,
,,Österreichische Post,Österreichische Post Aktiengesellschaft,,,Rochusplatz 1,Wien,,1030,Wien,AUSTRIA,,,firmen_privat_17_24-08-2020,,,kundenservice@post.at,"Phone: +43577670, Fax: +435776722071",,,,,,,,,,,,
,,dm,dm drogerie markt GmbH,,,Günter-Bauer-Straße 1,Wals,,5071,Salzburg,AUSTRIA,,,firmen_privat_18_24-08-2020,,,kundenservice@dm.at,"Phone: +4366285830, Fax: +4366285831111",,,,,,,,,,,,
,,Conrad,Conrad Electronic GmbH & Co KG,,,Durisolstraße 2,Wels,,4600,Oberösterreich,AUSTRIA,,,firmen_privat_19_24-08-2020,,,sales@conrad.at,"Phone: +4350204040, Fax: +4350204044",,,,,,,,,,,,
,,Lieb Markt,Lieb Markt GmbH,,,Birkfelder Straße 40,Weiz,,8160,Steiermark,AUSTRIA,,,firmen_privat_20_24-08-2020,,,office@lieb.at,"Phone: +43317224170, Fax: ",,,,,,,,,,,,
,,EDUSCHO,EDUSCHO (Austria) GmbH,,,Gadnergasse 71,Wien,,1110,Wien,AUSTRIA,,,firmen_privat_21_24-08-2020,,,service@eduscho.at,"Phone: +431766220, Fax: +431766222297",,,,,,,,,,,,
,,XXXLutz,XXXLutz KG,,,Römerstraße 39,Wels,,4600,Oberösterreich,AUSTRIA,,,firmen_privat_22_24-08-2020,,,kundenservice@lutz.at  ,"Phone: +43501111000, Fax: +43724243881 ",,,,,,,,,,,,
,,Strandmeister,Strandmeister GmbH,,,SCS Voesendorf Allee 214 Shop 92,Vösendorf,,2334,Niederösterreich,AUSTRIA,,,firmen_privat_23_24-08-2020,,,service@strandmeister.at,"Phone: +4318902003, Fax: ",,,,,,,,,,,,
,,Obi,OBI Bau-und Heimwerkermärkte Systemzentrale GmbH,,,Litfaßstraße 8,Wien,,1030,Wien,AUSTRIA,,,firmen_privat_24_24-08-2020,,,service@obi.at,"Phone: +43720883595, Fax: ",,,,,,,,,,,,
,,Hartlauer,Hartlauer Handelsgesellschaft m.b.H.,,,Stadtplatz 13,Steyr,,4400,Oberösterreich,AUSTRIA,,,firmen_privat_25_24-08-2020,,,office@hartlauer.at,"Phone: +435061331001, Fax: +435061331099",,,,,,,,,,,,
,,Hervis Sports,Hervis Sport- und Modegesellschaft m.b.H.,,,Europastraße 3,Salzburg,,5015,Salzburg,AUSTRIA,,,firmen_privat_26_24-08-2020,,,office@hervis.at,"Phone: +4366289640, Fax: +436628964379311",,,,,,,,,,,,
,,Breddys,BREDDY'S GmbH,,,Leo Mathauser-Gasse 71/2,Wien,,1230,Wien,AUSTRIA,,,firmen_privat_27_24-08-2020,,,bestellungen@breddys.com,"Phone: +4316091361, Fax: ",,,,,,,,,,,,
,,IKEA,IKEA Möbelvertrieb OHG,,,Südring,Vösendorf,,2334,Niederösterreich,AUSTRIA,,,firmen_privat_28_24-08-2020,,,ikea.austria@ikea.com,"Phone: +43800081100, Fax: +43800081900",,,,,,,,,,,,
,,Cineplexx,Cinepromotion und Filmmarketing Ges.m.b.H.,,,Zollergasse 36,Wien,,1070,Wien,AUSTRIA,,,firmen_privat_29_24-08-2020,,,cinepromotion@constantinfilm.at,"Phone: , Fax: ",,,,,,,,,,,,
,,Deichmann,Deichmann GmbH,,,Modecenterstraße 22,Wien,,1030,Wien,AUSTRIA,,,firmen_privat_30_24-08-2020,,,service-at@deichmann.com,"Phone: +4317986400, Fax: +4317986400120",,,,,,,,,,,,
,,denn's,dennree Naturkost GmbH,,,Taborstraße 13/4,Wien,,1020,Wien,AUSTRIA,,,firmen_privat_31_24-08-2020,,,info@denns.at,"Phone: +4314818880, Fax: ",,,,,,,,,,,,
,,ÖBB,ÖBB Personenverkehrs AG,,,Am Hauptbahnhof 2,Wien,,1100,Wien,AUSTRIA,,,firmen_privat_32_24-08-2020,,,impressum@pv.oebb.at,"Phone: +431930000, Fax: ",,,,,,,,,,,,
,,H&M,H & M Hennes & Mauritz GesmbH,,,Kirchengasse 6/6,Wien,,1070,Wien,AUSTRIA,,,firmen_privat_33_24-08-2020,,,dataprotection.at@hm.com,"Phone: +438006655900, Fax: ",,,,,,,,,,,,
,,McDonalds,McDonald's Franchise GmbH,,,"Campus 21, Liebermannstraße, A01601",Brunn am Gebirge,,2345,Niederösterreich,AUSTRIA,,,firmen_privat_34_24-08-2020,,,kundenservice@mcdonalds.at,"Phone: +43223630700, Fax: +43223630700487",,,,,,,,,,,,
,,A1,A1 Telekom Austria AG,,,Lassallestraße 9,Wien,,1020,Wien,AUSTRIA,,,firmen_privat_35_24-08-2020,,,impressum@a1.at,"Phone: +43506640, Fax: +43800664101",,,,,,,,,,,,
,,bob,A1 Telekom Austria AG,,,"bob service, Postfach 0680",Wien,,1010,Wien,AUSTRIA,,,firmen_privat_36_24-08-2020,,,impressum@bob.at,"Phone: +43680600680, Fax: ",,,,,,,,,,,,
,,Drei,Hutchison Drei Austria GmbH,,,Brünner Straße 52,Wien,,1210,Wien,AUSTRIA,,,firmen_privat_37_24-08-2020,,,serviceteam@drei.at,"Phone: +43660303030, Fax: +43660303031",,,,,,,,,,,,
,,educom,edustore GmbH,,,Universitätsstraße 4/5,Wien,,1090,Wien,AUSTRIA,,,firmen_privat_38_24-08-2020,,,customerservice@educom.at,"Phone: +431961074850, Fax: +431961074833",,,,,,,,,,,,
,,eety,Hutchison Drei Austria GmbH,,,Brünner Straße 52,Wien,,1210,Wien,AUSTRIA,,,firmen_privat_39_24-08-2020,,,info@eety.at,"Phone: , Fax: ",,,,,,,,,,,,
,,Georg,A1 Telekom Austria AG,,,"Georg, Postfach 0621",Wien,,1010,Wien,AUSTRIA,,,firmen_privat_40_24-08-2020,,,service@georg.at,"Phone: +43681840610, Fax: +43681840640",,,,,,,,,,,,
,,HoT,HoT Telekom und Service GmbH,,,Baumgasse 60B,Wien,,1030,Wien,AUSTRIA,,,firmen_privat_41_24-08-2020,,,info@hot.at,"Phone: +4367760016770, Fax: +4367760016773",,,,,,,,,,,,
,,Red Bull Mobile,Red Bull Media House GmbH,,,Oberst-Lepperdinger-Str. 11-15,Wals,,5071,Salzburg,AUSTRIA,,,firmen_privat_42_24-08-2020,,,info@redbullmobile.com,"Phone: +4366222400, Fax: ",,,,,,,,,,,,
,,spusu,MASS Response Service GmbH,,,"DC Tower 1, 38. Stock, Donau-City-Straße 7",Wien,,1220,Wien,AUSTRIA,,,firmen_privat_43_24-08-2020,,,office@spusu.at,"Phone: +436706701000, Fax: ",,,,,,,,,,,,
,,Magenta,T-Mobile Austria GmbH,,,"Rennweg 97-99, Postfach 676",Wien Postfach,,1031,Wien,AUSTRIA,,,firmen_privat_44_24-08-2020,,,impressum@magenta.at,"Phone: +436762000, Fax: ",,,,,,,,,,,,
,,Yesss,A1 Telekom Austria AG,,,Lassallestraße 9,Wien,,1020,Wien,AUSTRIA,,,firmen_privat_45_24-08-2020,,,info@yesss.at,"Phone: +43820810810, Fax: ",,,,,,,,,,,,
,,share now,car2go Österreich GmbH,,,Hintere Zollamtsstraße 9,Wien,,1030,Wien,AUSTRIA,,,firmen_privat_46_24-08-2020,,,servus@share-now.com,"Phone: +4312677111, Fax: ",,,,,,,,,,,,
,,Jö,Unser Ö-Bonus Club GmbH,,,"IZ NÖ-Süd, Straße 3, Objekt 16",Wiener Neudorf,,2355,Niederösterreich,AUSTRIA,,,firmen_privat_47_24-08-2020,,,service@joe-club.at,"Phone: +4313865000, Fax: ",,,,,,,,,,,,
,,Compass,Compass-Verlag GmbH,,,Matznergasse 17,Wien,,1140,Wien,AUSTRIA,,,firmen_privat_48_06-09-2020,,,office@compass.at,"Phone: +43198116113, Fax: +43198116118",,,,,,,,,,,,
,,Herold,Herold Business Data GmbH,,,Guntramsdorfer Straße 105,Mödling,,2340,Niederösterreich,AUSTRIA,,,firmen_privat_49_06-09-2020,,,kundenservice@herold.at,"Phone: +4322364010, Fax: +4322364018",,,,,,,,,,,,
,,Heise RegioConcept,Heise RegioConcept GmbH & Co. KG,,,Franz-Fritsch-Straße 11,Wels,,4600,Oberösterreich,AUSTRIA,,,firmen_privat_50_06-09-2020,,,office@telefonbuchverlag.at,"Phone: +43724220883000, Fax: +43724220883090",,,,,,,,,,,,
,,FirmenABC,FirmenABC Marketing GmbH,,,Strass 1,Eugendorf,,5301,Salzburg,AUSTRIA,,,firmen_privat_51_06-09-2020,,,office@firmenabc.at,"Phone: +43622520810, Fax: +4362252081020",,,,,,,,,,,,
,,VOR,Verkehrsverbund Ost-Region (VOR) GmbH,,,Europaplatz 3/3,Wien,,1150,Wien,AUSTRIA,,,firmen_privat_52_06-09-2020,,,office@vor.at,"Phone: +431955550, Fax: +431955551122",,,,,,,,,,,,
,,OÖVV,OÖ Verkehrsverbund-Organisations GmbH Nfg. & Co KG,,,Volksgartenstraße 23,Linz,,4020,Oberösterreich,AUSTRIA,,,firmen_privat_53_06-09-2020,,,office@ooevg.at,"Phone: +437326610100, Fax: +4373266101030",,,,,,,,,,,,
,,SVV,Salzburger Verkehrsverbund GmbH,,,"Schallmooser Hauptstraße 10, Postfach 74",Salzburg,,5027,Salzburg,AUSTRIA,,,firmen_privat_54_06-09-2020,,,office@salzburg-verkehr.at,"Phone: +43662632900, Fax: +43662875787111",,,,,,,,,,,,
,,VVT,Verkehrsverbund Tirol GesmbH,,,Sterzinger Straße 3,Innsbruck,,6020,Tirol,AUSTRIA,,,firmen_privat_55_06-09-2020,,,info@vvt.at,"Phone: +43512575858, Fax: +4351257585833",,,,,,,,,,,,
,,VVV,Verkehrsverbund Vorarlberg GmbH,,,Herrengasse 10-12,Feldkirch,,6800,Vorarlberg,AUSTRIA,,,firmen_privat_56_06-09-2020,,,info@vmobil.at,"Phone: +43552283951, Fax: +43552273973",,,,,,,,,,,,
,,VST,Verkehrsverbund Steiermark GmbH,,,Friedrichgasse 13,Graz,,8010,Steiermark,AUSTRIA,,,firmen_privat_57_06-09-2020,,,office@verbundlinie.at,"Phone: +433168121380, Fax: +433168121383",,,,,,,,,,,,
,,VVK,Verkehrsverbund Kärnten GesmbH,,,Bahnhofplatz 5,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,firmen_privat_58_06-09-2020,,,datenschutz@vkgmbh.at,"Phone: +434635461821, Fax: +434635461830",,,,,,,,,,,,
,,Alevitische Glaubensgemeinschaft,Alevitische Glaubensgemeinschaft in Österreich,,,Schererstraße 4,Wien,,1210,Wien,AUSTRIA,,,kirchen_privat_1_18-08-2020,,,info@evang.at,"Phone: +436602852624, Fax: ",,,,,,,,,,,,
,,Altkatholische Kirche,Altkatholische Kirche Österreich,,,Schottenring 17,Wien,,1010,Wien,AUSTRIA,,,kirchen_privat_2_18-08-2020,,,kirchenleitung@altkatholiken.at,"Phone: +4313178394, Fax: ",,,,,,,,,,,,
,,Armenisch-apostolische Kirche,Armenisch-apostolische Kirche in Österreich ,,,Kolonitzgasse 11,Wien,,1030,Wien,AUSTRIA,,,kirchen_privat_3_18-08-2020,,,office@aakg.at,"Phone: +4317180965, Fax: +4318906886",,,,,,,,,,,,
,,Evangelische Kirche A.B. und H.B.,Evangelische Kirche A.B. und H.B.,,,Severin-Schreiber-Gasse 1+3,Wien,,1180,Wien,AUSTRIA,,,kirchen_privat_4_18-08-2020,,,info@evang.at,"Phone: +4359151700, Fax: ",,,,,,,,,,,,
,,Evangelisch-methodistische Kirche,Evangelisch-methodistische Kirche in Österreich,,,Sechshauser Straße 56/1/9,Wien,,1150,Wien,AUSTRIA,,,kirchen_privat_5_18-08-2020,,,superintendent@emk.at,"Phone: +4316045347, Fax: ",,,,,,,,,,,,
,,Freikirchen in Österreich,Freikirchen in Österreich,,,Karl-Popper-Straße 16,Wien,,1100,Wien,AUSTRIA,,,kirchen_privat_6_18-08-2020,,,datenschutz@freikirchen.at,"Phone: +4319436714, Fax: ",,,,,,,,,,,,
,,Griechisch-orientalische Kirche,Griechisch-orientalische Kirche,,,Fleischmarkt 13,Wien,,1010,Wien,AUSTRIA,,,kirchen_privat_7_18-08-2020,,,office@orthodoxe-kirche.at,"Phone: +4315333889, Fax: +4315333889",,,,,,,,,,,,
,,Islamische Glaubensgemeinschaft,Islamische Glaubensgemeinschaft in Österreich,,,Bernardgasse 5,Wien,,1070,Wien,AUSTRIA,,,kirchen_privat_8_18-08-2020,,,office@derislam.at,"Phone: +4315263122, Fax: +43152631222",,,,,,,,,,,,
,,Israelitische Religionsgesellschaft,Israelitische Religionsgesellschaft,,,Seitenstettengasse 4,Wien,,1010,Wien,AUSTRIA,,,kirchen_privat_9_18-08-2020,,,office@ikg-wien.at,"Phone: +431531040, Fax: +43153104108",,,,,,,,,,,,
,,Jehovas Zeugen,Jehovas Zeugen in Österreich,,,Kaiserstrasse 36/25,Wien,,1070,Wien,AUSTRIA,,,kirchen_privat_10_18-08-2020,,,Pid-at.de@jw.org,"Phone: +4318045345, Fax: ",,,,,,,,,,,,
,,Katholische Kirche,Katholische Kirche,,,Rotenturmstraße 2,Wien,,1010,Wien,AUSTRIA,,,kirchen_privat_11_18-08-2020,,,sekretariat@bischofskonferenz.at,"Phone: +431516111010, Fax: +431516111037",,,,,,,,,,,,
,,Kirche Jesu Christi der Heiligen der letzten Tage,Kirche Jesu Christi der Heiligen der letzten Tage (Mormonen) in Österreich,,,Böcklinstraße 55,Wien,,1020,Wien,AUSTRIA,,,kirchen_privat_12_18-08-2020,,,info@hlt.at,"Phone: +436641351715, Fax: +431890629315",,,,,,,,,,,,
,,Koptisch-orthodoxe Kirche,Koptisch-orthodoxe Kirche in Österreich,,,Quadenstrasse 4-6,Wien,,1220,Wien,AUSTRIA,,,kirchen_privat_13_18-08-2020,,,info@kopten.at,"Phone: +4312827443, Fax: +4312827443",,,,,,,,,,,,
,,Neuapostolische Kirche,Neuapostolische Kirche in Österreich,,,"Mittersteig 10, Postfach 49",Wien,,1050,Wien,AUSTRIA,,,kirchen_privat_14_18-08-2020,,,info@nak.at,"Phone: +4315860521, Fax: +431586052130",,,,,,,,,,,,
,,Buddhistische Religionsgesellschaft,Österreichische Buddhistische Religionsgesellschaft ,,,Fleischmarkt 16,Wien,,1010,Wien,AUSTRIA,,,kirchen_privat_15_18-08-2020,,,office@buddhismus-austria.at,"Phone: +4315123719, Fax: +431512371913",,,,,,,,,,,,
,,Alt-Alevitische Glaubensgemeinschaft,Alt-Alevitische Glaubensgemeinschaft in Österreich,,,Kennergasse 10/R1,Wien,,1100,Wien,AUSTRIA,,,kirchen_privat_17_18-08-2020,,,info@alt-aleviten.at,"Phone: , Fax: ",,,,,,,,,,,,
,,Bahá´í-Religionsgemeinschaft,Bahá´í-Religionsgemeinschaft in Österreich ,,,Maroltingergasse 2,Wien,,1140,Wien,AUSTRIA,,,kirchen_privat_18_18-08-2020,,,ngr@at.bahai.org,"Phone: +4314791153, Fax: +431479115319",,,,,,,,,,,,
,,Die Christengemeinschaft-Bewegung für Religiöse Erneuerungen,Die Christengemeinschaft-Bewegung für Religiöse Erneuerungen in Österreich ,,,Mariahilferstraße 49/2/30,Wien,,1060,Wien,AUSTRIA,,,kirchen_privat_19_18-08-2020,,,wien@christengemeinschaft.at,"Phone: +4315871287, Fax: ",,,,,,,,,,,,
,,Hinduistische Religionsgesellschaft,Hinduistische Religionsgesellschaft in Österreich ,,,Lammgasse 1,Wien,,1080,Wien,AUSTRIA,,,kirchen_privat_20_18-08-2020,,,info@hroe.at,"Phone: , Fax: ",,,,,,,,,,,,
,,Islamisch-Schiitische Glaubensgemeinschaft,Islamisch-Schiitische Glaubensgemeinschaft in Österreich,,,Pezzlgasse 58,Wien,,1170,Wien,AUSTRIA,,,kirchen_privat_21_18-08-2020,,,office@schia.at,"Phone: +43699111979350, Fax: ",,,,,,,,,,,,
,,Kirche der Siebenten-Tags-Adventisten,Kirche der Siebenten-Tags-Adventisten in Österreich ,,,Prager Straße 287,Wien,,1210,Wien,AUSTRIA,,,kirchen_privat_22_18-08-2020,,,office@adventisten.at,"Phone: +4313199301, Fax: +4313199301199",,,,,,,,,,,,
,,Pfingstkirche Gemeinde Gottes,Pfingstkirche Gemeinde Gottes in Österreich,,,Maculangasse 9,Wien,,1220,Wien,AUSTRIA,,,kirchen_privat_23_18-08-2020,,,office@gemeindegottes.at,"Phone: , Fax: ",,,,,,,,,,,,
,,Vereinigungskirche,Vereinigungskirche in Österreich,,,Seidengasse 28/4,Wien,,1070,Wien,AUSTRIA,,,kirchen_privat_24_18-08-2020,,,office@vereinigungskirche.at,"Phone: +436645238794, Fax: ",,,,,,,,,,,,
,,Vereinigte Pfingstkirche,Vereinigte Pfingstkirche Österreichs (VPKÖ),,,Simmeringer Hauptstraße 2,Wien,,1110,Wien,AUSTRIA,,,kirchen_privat_25_18-08-2020,,,office@vpkoe.at,"Phone: , Fax: ",,,,,,,,,,,,
,,UniCredit Bank Austria,UniCredit Bank Austria AG,,,Rothschildplatz 1,Wien,,1020,Wien,AUSTRIA,,,banken_privat_1_18-08-2020,,,info@unicreditgroup.at,"Phone: +435050525, Fax: +435050556155",,,,,,,,,,,,
,,BAWAG PSK,BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft,,,Wiedner Gürtel 11,Wien,,1100,Wien,AUSTRIA,,,banken_privat_2_18-08-2020,,,kundenservice@bawagpsk.com,"Phone: +4359905, Fax: ",,,,,,,,,,,,
,,Erste Bank und Sparkasse,Erste Bank der oesterreichischen Sparkassen AG,,,Am Belvedere 1,Wien,,1100,Wien,AUSTRIA,,,banken_privat_3_18-08-2020,,,service@s-servicecenter.at,"Phone: +435010020111, Fax: +4350100910100",,,,,,,,,,,,
,,Raiffeisenlandesbank Niederösterreich-Wien,Raiffeisenlandesbank Niederösterreich-Wien AG,,,F.-W.-Raiffeisen-Platz 1,Wien,,1020,Wien,AUSTRIA,,,banken_privat_4_18-08-2020,,,info@raiffeisenbank.at,"Phone: +4351700900, Fax: ",,,,,,,,,,,,
,,Raiffeisen Landesbank Burgenland,Raiffeisenlandesbank Burgenland und Revisionsverband eGen,,,Friedrich Wilhelm Raiffeisen-Straße 1,Eisenstadt,,7000,Burgenland,AUSTRIA,,,banken_privat_5_18-08-2020,,,info.rlbb@raiffeisen-burgenland.at,"Phone: +4326826910, Fax: +432682691109",,,,,,,,,,,,
,,Raiffeisen-Landesbank Steiermark,Raiffeisen-Landesbank Steiermark AG,,,Kaiserfeldgasse 5,Graz,,8010,Steiermark,AUSTRIA,,,banken_privat_6_18-08-2020,,,info@rlbstmk.at,"Phone: +4331680360, Fax: +4331680363089",,,,,,,,,,,,
,,Raiffeisenlandesbank Kärnten,"Raiffeisenlandesbank Kärnten – Rechenzentrum und Revisionsverband, Registrierte Genossenschaft mit beschränkter Haftung",,,Raiffeisenplatz 1,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,banken_privat_7_18-08-2020,,,maria.wohlgemuth@rbgk.raiffeisen.at,"Phone: +434639930012812, Fax: ",,,,,,,,,,,,
,,Raiffeisenverband Salzburg,Raiffeisenverband Salzburg eGen,,,Schwarzstraße 13-15,Salzburg,,5020,Salzburg,AUSTRIA,,,banken_privat_8_18-08-2020,,,info@rvs.at,"Phone: +436628886, Fax: ",,,,,,,,,,,,
,,Raiffeisenlandesbank Oberösterreich,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,,,Europaplatz 1a,Linz,,4020,Oberösterreich,AUSTRIA,,,banken_privat_9_18-08-2020,,,internet@rlbooe.at,"Phone: +4373265960, Fax: +43732659622739",,,,,,,,,,,,
,,Raiffeisen-Landesbank Tirol,Raiffeisen-Landesbank Tirol AG,,,Adamgasse 1-7,Innsbruck,,6020,Tirol,AUSTRIA,,,banken_privat_10_18-08-2020,,,info@rlb-tirol.at,"Phone: +4351253050, Fax: +43512530511938",,,,,,,,,,,,
,,Raiffeisenlandesbank Vorarlberg,Raiffeisenlandesbank Vorarlberg Waren- und Revisionsverband registrierte Genossenschaft mit beschränkter Haftung,,,Rheinstraße 11,Bregenz,,6900,Vorarlberg,AUSTRIA,,,banken_privat_11_18-08-2020,,,info@raiba.at,"Phone: +4355744050, Fax: +435574405331",,,,,,,,,,,,
,,Volksbank Kärnten,Volksbank Kärnten eG,,,Pernhartgasse 7,Klagenfurt am Wörthersee,,9020,Kärnten,AUSTRIA,,,banken_privat_12_18-08-2020,,,info@vbktn.at,"Phone: +4350909, Fax: +43509099001",,,,,,,,,,,,
,,Volksbank Niederösterreich,Volksbank Niederösterreich AG,,,Brunngasse 10,St. Pölten,,3100,Niederösterreich,AUSTRIA,,,banken_privat_13_18-08-2020,,,kundenservice@vbnoe.at,"Phone: +4327423910, Fax: +4327423918001",,,,,,,,,,,,
,,Volksbank Oberösterreich,Volksbank Oberösterreich AG,,,Pfarrgasse 5,Wels,,4600,Oberösterreich,AUSTRIA,,,banken_privat_14_18-08-2020,,,office@vb-ooe.at,"Phone: +4372424950, Fax: +43724249597",,,,,,,,,,,,
,,Volksbank Salzburg,Volksbank Salzburg eG,,,St.-Julien-Straße 12,Salzburg,,5020,Salzburg,AUSTRIA,,,banken_privat_15_18-08-2020,,,kundenservice@volksbanksalzburg.at,"Phone: +4366286960, Fax: +43662869621",,,,,,,,,,,,
,,Volksbank Steiermark,Volksbank Steiermark AG,,,Schmiedgasse 31,Graz,,8010,Steiermark,AUSTRIA,,,banken_privat_16_18-08-2020,,,vertrieb@volksbank-stmk.at,"Phone: +4350901, Fax: +43509018169",,,,,,,,,,,,
,,Volksbank Tirol,Volksbank Tirol AG,,,Meinhardstraße 1,Innsbruck,,6020,Tirol,AUSTRIA,,,banken_privat_17_18-08-2020,,,kundenservice@volksbank.tirol,"Phone: +4350566, Fax: ",,,,,,,,,,,,
,,Volksbank Vorarlberg,Volksbank Vorarlberg e. Gen.,,,Ringstraße 27,Rankweil,,6830,Vorarlberg,AUSTRIA,,,banken_privat_18_18-08-2020,,,volksbank@vvb.at,"Phone: +43508828000, Fax: ",,,,,,,,,,,,
,,Volksbank Horn,Volksbank Wien AG,,,Hauptplatz 10,Horn,,3580,Niederösterreich,AUSTRIA,,,banken_privat_19_18-08-2020,,,kundenservice@volksbankwien.at,"Phone: +4329822204, Fax: ",,,,,,,,,,,,
,,Volksbank Wien,Volksbank Wien AG,,,Dietrichgasse 25,Wien,,1030,Wien,AUSTRIA,,,banken_privat_20_18-08-2020,,,kundenservice@volksbankwien.at,"Phone: +431401370, Fax: +431401377600",,,,,,,,,,,,
