Name,Name_Lang,Branche,Typ,Adresse,PLZ,Ort,Ebene,E-Mail,Tel,Fax,Pruefung
Hypo Salzburg,Salzburger Landes‑Hypothekenbank Aktiengesellschaft,Finanzen,Bank,Residenzplatz 7,5020,Salzburg,Privat,office@hyposalzburg.at,+436628046,+43662804664646,18.08.2020
Hypo Steiermark,Landes-Hypothekenbank Steiermark AG,Finanzen,Bank,Radetzkystraße 15-17,8010,Graz,Privat,hypo@landes.hypobank.at,+4331680510,+4331680515354,18.08.2020
Hypo Tirol,Hypo Tirol Bank AG,Finanzen,Bank,Meraner Straße 8,6020,Innsbruck,Privat,service@hypotirol.com,+43507000,+435070041000,18.08.2020
Hypo Vorarlberg,Hypo Vorarlberg Bank AG,Finanzen,Bank,Hypo-Passage 1,6900,Bregenz,Privat,info@hypovbg.at,+43504141000,+43504141050,18.08.2020
Kremser Bank und Sparkasse,Kremser Bank und Sparkassen AG,Finanzen,Bank,Ringstraße 5-7,3500,Krems an der Donau,Privat,info@kremserbank.at,+435010025500,+435010020228,18.08.2020
Kärntner Sparkasse,Kärntner Sparkasse AG,Finanzen,Bank,Neuer Platz 14,9020,Klagenfurt am Wörthersee,Privat,info@kspk.at,+435010020706,+4350100930800,18.08.2020
Lienzer Sparkasse,Lienzer Sparkasse AG,Finanzen,Bank,Johannesplatz 6,9900,Lienz,Privat,info@lienzer.sparkasse.at,+435010033500,+4350100933500,18.08.2020
Marchfelder Bank,Marchfelder Bank eG,Finanzen,Bank,Marchfelder-Platz 1-2,2230,Gänserndorf,Privat,mail@marchfelderbank.at,+43228289250,+432282892510,18.08.2020
Oberbank,Oberbank AG,Finanzen,Bank,Untere Donaulände 28,4020,Linz,Privat,office@oberbank.at,+4373278020,+43732780232140,18.08.2020
Raiffeisen Landesbank Burgenland,Raiffeisenlandesbank Burgenland und Revisionsverband eGen,Finanzen,Bank,Friedrich Wilhelm Raiffeisen-Straße 1,7000,Eisenstadt,Privat,info.rlbb@raiffeisen-burgenland.at,+4326826910,+432682691109,18.08.2020
Raiffeisen-Landesbank Steiermark,Raiffeisen-Landesbank Steiermark AG,Finanzen,Bank,Kaiserfeldgasse 5,8010,Graz,Privat,info@rlbstmk.at,+4331680360,+4331680363089,18.08.2020
Raiffeisen-Landesbank Tirol,Raiffeisen-Landesbank Tirol AG,Finanzen,Bank,Adamgasse 1-7,6020,Innsbruck,Privat,info@rlb-tirol.at,+4351253050,+43512530511938,18.08.2020
Raiffeisenlandesbank Kärnten,"Raiffeisenlandesbank Kärnten – Rechenzentrum und Revisionsverband, Registrierte Genossenschaft mit beschränkter Haftung",Finanzen,Bank,Raiffeisenplatz 1,9020,Klagenfurt am Wörthersee,Privat,maria.wohlgemuth@rbgk.raiffeisen.at,+434639930012812,,18.08.2020
Raiffeisenlandesbank Niederösterreich-Wien,Raiffeisenlandesbank Niederösterreich-Wien AG,Finanzen,Bank,F.-W.-Raiffeisen-Platz 1,1020,Wien,Privat,info@raiffeisenbank.at,+4351700900,,18.08.2020
Raiffeisenlandesbank Oberösterreich,Raiffeisenlandesbank Oberösterreich Aktiengesellschaft,Finanzen,Bank,Europaplatz 1a,4020,Linz,Privat,internet@rlbooe.at,+4373265960,+43732659622739,18.08.2020
Raiffeisenlandesbank Vorarlberg,Raiffeisenlandesbank Vorarlberg Waren- und Revisionsverband registrierte Genossenschaft mit beschränkter Haftung,Finanzen,Bank,Rheinstraße 11,6900,Bregenz,Privat,info@raiba.at,+4355744050,+435574405331,18.08.2020
Raiffeisenverband Salzburg,Raiffeisenverband Salzburg eGen,Finanzen,Bank,Schwarzstraße 13-15,5020,Salzburg,Privat,info@rvs.at,+436628886,,18.08.2020
SPARDA-BANK,Volksbank Wien AG,Finanzen,Bank,Bahnhofplatz 7,9500,Villach,Privat,mail@sparda.at,+43424228156,+434242281569485,18.08.2020
Salzburger Sparkasse,Salzburger Sparkasse Bank AG,Finanzen,Bank,Alter Markt 3. Postfach 180,5021,Salzburg Postfach,Privat,info@salzburg.sparkasse.at,+435010041000,+4350100941000,18.08.2020
Schoellerbank,Schoellerbank AG,Finanzen,Bank,Renngasse 3,1010,Wien,Privat,info@schoellerbank.at,+431534710,+431534711655,18.08.2020
Sparkasse Baden,"Sparkasse Baden, Vereinssparkasse",Finanzen,Bank,Hauptplatz 15,2500,Baden,Privat,info@sparkassebaden.at,+435010020205,+435010020205,18.08.2020
Sparkasse Bludenz,Sparkasse Bludenz Bank AG,Finanzen,Bank,Sparkassenplatz 1,6700,Bludenz,Privat,info@bludenz.sparkasse.at,+435010077800,+4350100977800,18.08.2020
Sparkasse Bregenz,Sparkasse Bregenz Bank AG,Finanzen,Bank,"Sparkassenplatz 1, Postfach 331",6901,Bregenz Postfach,Privat,mail@bregenz.sparkasse.at,+435010075000,+4350100975000,18.08.2020
Sparkasse Eferding-Peuerbach-Waizenkirchen,Sparkasse Eferding-Peuerbach-Waizenkirchen Vereinssparkasse,Finanzen,Bank,Stadtplatz 1,4070,Eferding,Privat,info@epw.sparkasse.at,+435010042000,+4350100942000,18.08.2020
Sparkasse Feldkirchen,"Sparkasse Feldkirchen, Vereinssparkasse",Finanzen,Bank,Sparkassenstraße 1a,9560,Feldkirchen in Kärnten,Privat,Info@Feldkirchen.Sparkasse.at,+435010033400,+4350100933400,18.08.2020
Sparkasse Frankenmarkt,Sparkasse Frankenmarkt AG,Finanzen,Bank,Hauptstraße 94,4890,Frankenmarkt,Privat,Info@frankenmarkt.sparkasse.at,+435010049000,+4350100949000,18.08.2020
Sparkasse Hainburg-Bruck-Neusiedl,Sparkasse Hainburg-Bruck-Neusiedl AG,Finanzen,Bank,Hauptplatz 1,2410,Hainburg an der Donau,Privat,info@sparkasse.hbn.at,+435010020216,+435010020216,18.08.2020
Sparkasse Haugsdorf,Sparkasse Haugsdorf Vereinssparkasse,Finanzen,Bank,Hauptplatz 1,2054,Haugsdorf,Privat,info@haugsdorf.sparkasse.at,+435010079800,+435010020218,18.08.2020
Sparkasse Herzogenburg-Neulengbach,Sparkasse Herzogenburg-Neulengbach Bank AG,Finanzen,Bank,Rathausplatz 9-10,3130,Herzogenburg,Privat,spk@herzogenburg.sparkasse.at,+435010010100,+435010025100,18.08.2020
Sparkasse Horn-Ravelsbach-Kirchberg,Sparkasse Horn-Ravelsbach-Kirchberg AG,Finanzen,Bank,Kirchenplatz 12,3580,Horn,Privat,office@horn.sparkasse.at,+435010026000,+435010020221,18.08.2020
Sparkasse Imst,Sparkasse Imst AG,Finanzen,Bank,Sparkassenplatz 1,6460,Imst,Privat,service@imst.sparkasse.at,+435010077000,+4350100977000,18.08.2020
Sparkasse Korneuburg,Sparkasse Korneuburg AG,Finanzen,Bank,Sparkassenplatz 1,2100,Korneuburg,Privat,information@korneuburg.sparkasse.at,+435010043200,+435010020227,18.08.2020
Sparkasse Kufstein,Sparkasse Kufstein Vereinssparkasse,Finanzen,Bank,Oberer Stadtplatz 1,6330,Kufstein,Privat,service@sparkasse-kufstein.at,+435010076000,+4350100976000,18.08.2020
Sparkasse Lambach,Sparkasse Lambach Bank AG,Finanzen,Bank,Klosterplatz 3,4650,Lambach,Privat,info@lambach.sparkasse.at,+435010043000,+4350100943000,18.08.2020
Sparkasse Langenlois,Sparkasse Langenlois Vereinssparkasse,Finanzen,Bank,Kornplatz 2a,3550,Langenlois,Privat,info@langenlois.sparkasse.at,+435010079700,+4350100979700,18.08.2020
Sparkasse Mittersill,Sparkasse Mittersill AG,Finanzen,Bank,Stadtplatz 4,5730,Mittersill,Privat,info@mittersill.sparkasse.at,+435010048700,+4350100948700,18.08.2020
Sparkasse Mühlviertel-West Bank,Sparkasse Mühlviertel-West Bank AG,Finanzen,Bank,Stadtplatz 24,4150,Rohrbach in Oberösterreich,Privat,smw@smw.at,+435010042800,+4350100942800,18.08.2020
Sparkasse Mürzzuschlag,Sparkasse Mürzzuschlag AG,Finanzen,Bank,Wiener Straße 78,8680,Mürzzuschlag,Privat,info@muerzzuschlag.sparkasse.at,+435010037300,+4350100937300,18.08.2020
Sparkasse Neuhofen,Sparkasse Neuhofen Bank AG,Finanzen,Bank,Marktplatz 18,4501,Neuhofen an der Krems,Privat,info@neuhofen.sparkasse.at,+435010042300,+4350100942300,18.08.2020
Sparkasse Neunkirchen,Sparkasse Neunkirchen,Finanzen,Bank,Hauptplatz 2,2620,Neunkirchen,Privat,service@neunkirchen.sparkasse.at,+435010020241,+4350100972600,18.08.2020
Sparkasse Niederösterreich Mitte West,Sparkasse Niederösterreich Mitte West AG,Finanzen,Bank,Domgasse 5,3100,St. Pölten,Privat,office@spknoe.at,+435010073200,+4350100973131,18.08.2020
Sparkasse Pottenstein N.Ö.,Sparkasse Pottenstein N.Ö. Vereinssparkasse,Finanzen,Bank,Hauptplatz 5,2563,Pottenstein,Privat,office@pottenstein.sparkasse.at,+435010020245,+4350100925950,18.08.2020
Sparkasse Poysdorf,Sparkasse Poysdorf AG,Finanzen,Bank,Dreifaltigkeitsplatz 2,2170,Poysdorf,Privat,office@poysdorf.sparkasse.at,+4350100–25200,+435010020246,18.08.2020
Sparkasse Pregarten-Unterweißenbach,Sparkasse Pregarten-Unterweißenbach AG,Finanzen,Bank,Stadtplatz 19,4230,Pregarten,Privat,office@pregarten.sparkasse.at,+435010042700,+435010042741,18.08.2020
Sparkasse Pöllau,Sparkasse Pöllau AG,Finanzen,Bank,Hauptplatz 2,8225,Pöllau bei Hartberg,Privat,info@poellau.sparkasse.at,+435010037400,+4350100937400,18.08.2020
Sparkasse Rattenberg,Sparkasse Rattenberg Bank AG,Finanzen,Bank,Sparkassenplatz 69,6240,Rattenberg,Privat,info@rattenberg.sparkasse.at,+435010076400,+4350100976400,18.08.2020
Sparkasse Reutte,Sparkasse Reutte AG,Finanzen,Bank,Obermarkt 51,6600,Reutte,Privat,office@sparkasse-reutte.at,+435010076800,+4350100976800,18.08.2020
Sparkasse Ried im Innkreis-Haag am Hausruck,Sparkasse Ried im Innkreis-Haag am Hausruck Gemeindesparkasse,Finanzen,Bank,Marktplatz 2,4910,Ried im Innkreis,Privat,mail@sparkasse-ried.at,+435010049400,+435010052222,18.08.2020
Sparkasse Salzkammergut,Sparkasse Salzkammergut AG,Finanzen,Bank,Sparkassenplatz 1,4820,Bad Ischl,Privat,office@salzkammergut.sparkasse.at,+435010049600,+4350100949600,18.08.2020
Sparkasse Scheibbs,Sparkasse Scheibbs AG,Finanzen,Bank,Hauptstraße 9,3270,Scheibbs,Privat,info@scheibbs.sparkasse.at,+435010079900,+4350100979900,18.08.2020
Sparkasse Schwaz,Sparkasse Schwaz AG,Finanzen,Bank,Franz-Josef-Straße 8 – 10,6130,Schwaz,Privat,info@sparkasse-schwaz.at,+435010077300,+4350100977300,18.08.2020
Sparkasse Voitsberg-Köflach Bank,Sparkasse Voitsberg-Köflach Bank AG,Finanzen,Bank,Bahnhofstraße 2,8570,Voitsberg,Privat,info@vk.sparkasse.at,+435010037500,+4350100937500,18.08.2020
Sparkasse der Gemeinde Egg,Sparkasse der Gemeinde Egg Gemeindesparkasse,Finanzen,Bank,Loco 873,6863,Egg,Privat,info@egg.sparkasse.at,+435010075500,+4350100975500,18.08.2020
Sparkasse der Stadt Amstetten,Sparkasse der Stadt Amstetten AG,Finanzen,Bank,Hauptplatz 31,3300,Amstetten,Privat,info@amstetten.sparkasse.at,+435010025400,+4350100925400,18.08.2020
Sparkasse der Stadt Feldkirch,Sparkasse der Stadt Feldkirch Vereinssparkasse,Finanzen,Bank,"Sparkassenplatz 1, Postfach 50",6800,Feldkirch,Privat,info@feldkirch.sparkasse.at,+435010043600,+4350100943600,18.08.2020
Sparkasse der Stadt Kitzbühel,Sparkasse der Stadt Kitzbühel Gemeindesparkasse,Finanzen,Bank,Bahnhofstraße 6,6370,Kitzbühel,Privat,info@sparkasse-kitzbuehel.at,+435010078600,,18.08.2020
Steiermärkische Bank und Sparkasse,Steiermärkische Bank und Sparkassen AG,Finanzen,Bank,Sparkassenplatz 4,8010,Graz,Privat,info@steiermaerkische.at,+435010036000,+4350100936000,18.08.2020
Tiroler Sparkasse,Tiroler Sparkasse Bankaktiengesellschaft Innsbruck,Finanzen,Bank,"Sparkassenplatz 1, Postfach 245",6010,Innsbruck,Privat,sparkasse@tirolersparkasse.at,+435010070000,+4350100970000,18.08.2020
UniCredit Bank Austria,UniCredit Bank Austria AG,Finanzen,Bank,Rothschildplatz 1,1020,Wien,Privat,info@unicreditgroup.at,+435050525,+435050556155,18.08.2020
VKB,Volkskreditbank AG,Finanzen,Bank,"Rudigierstraße 5-7, Postfach 116",4010,"Linz, Donau",Privat,service@vkb-bank.at,+4373276370,+4373276371484,18.08.2020
Volksbank Horn,Volksbank Wien AG,Finanzen,Bank,Hauptplatz 10,3580,Horn,Privat,kundenservice@volksbankwien.at,+4329822204,,18.08.2020
Volksbank Kärnten,Volksbank Kärnten eG,Finanzen,Bank,Pernhartgasse 7,9020,Klagenfurt am Wörthersee,Privat,info@vbktn.at,+4350909,+43509099001,18.08.2020
Volksbank Niederösterreich,Volksbank Niederösterreich AG,Finanzen,Bank,Brunngasse 10,3100,St. Pölten,Privat,kundenservice@vbnoe.at,+4327423910,+4327423918001,18.08.2020
Volksbank Oberösterreich,Volksbank Oberösterreich AG,Finanzen,Bank,Pfarrgasse 5,4600,Wels,Privat,office@vb-ooe.at,+4372424950,+43724249597,18.08.2020
Volksbank Salzburg,Volksbank Salzburg eG,Finanzen,Bank,St.-Julien-Straße 12,5020,Salzburg,Privat,kundenservice@volksbanksalzburg.at,+4366286960,+43662869621,18.08.2020
Volksbank Steiermark,Volksbank Steiermark AG,Finanzen,Bank,Schmiedgasse 31,8010,Graz,Privat,vertrieb@volksbank-stmk.at,+4350901,+43509018169,18.08.2020
Volksbank Tirol,Volksbank Tirol AG,Finanzen,Bank,Meinhardstraße 1,6020,Innsbruck,Privat,kundenservice@volksbank.tirol,+4350566,,18.08.2020
Volksbank Vorarlberg,Volksbank Vorarlberg e. Gen.,Finanzen,Bank,Ringstraße 27,6830,Rankweil,Privat,volksbank@vvb.at,+43508828000,,18.08.2020
Volksbank Wien,Volksbank Wien AG,Finanzen,Bank,Dietrichgasse 25,1030,Wien,Privat,kundenservice@volksbankwien.at,+431401370,+431401377600,18.08.2020
Waldviertler Sparkasse,Waldviertler Sparkasse Bank AG,Finanzen,Bank,Sparkassenplatz 3,3910,Zwettl,Privat,office@wspk.at,+435010079300,+435010020272,18.08.2020
Wiener Neustädter Sparkasse,Wiener Neustädter Sparkasse Vereinssparkasse,Finanzen,Bank,Neunkirchner Straße 4,2700,Wiener Neustadt,Privat,info@wrneustadt.sparkasse.at,+435010038200,+4.50100938200,18.08.2020
bank99,bank99 AG,Finanzen,Bank,Rochusplatz 1,1030,Wien,Privat,info@bank99.at,+43800099099,,18.08.2020
easybank,easybank AG,Finanzen,Bank,Wiedner Gürtel 11,1100,Wien,Privat,easy@easybank.at,+4357005535,+4357005590,18.08.2020
Ärzte- und Apothekerbank,Österreichische Ärzte- und Apothekerbank AG,Finanzen,Bank,Schottengasse 10,1010,Wien,Privat,kundenservice@apobank.at,+431400800,,18.08.2020
Genossenschaft für Gemeinwohl,BfG Eigentümer/-innen- und Verwaltungsgenossenschaft eG,Finanzen,Dienstleister,Rechte Wienzeile 81,1050,Wien,Privat,info@gemeinwohl.coop,+431361987880,,29.09.2020
Billa,BILLA Aktiengesellschaft,Infrastruktur,Einzelhandel,"IZ NÖ-Süd, Straße 3, Objekt 16",2355,Wiener Neudorf,Privat,kundenservice@billa.at,+43800828700,,29.09.2020
Breddys,BREDDY'S GmbH,Infrastruktur,Einzelhandel,Leo Mathauser-Gasse 71/2,1230,Wien,Privat,bestellungen@breddys.com,+4316091361,,24.08.2020
Cineplexx,Cinepromotion und Filmmarketing Ges.m.b.H.,Infrastruktur,Einzelhandel,Zollergasse 36,1070,Wien,Privat,cinepromotion@constantinfilm.at,,,24.08.2020
Conrad,Conrad Electronic GmbH & Co KG,Infrastruktur,Einzelhandel,Durisolstraße 2,4600,Wels,Privat,sales@conrad.at,+4350204040,+4350204044,24.08.2020
Deichmann,Deichmann GmbH,Infrastruktur,Einzelhandel,Modecenterstraße 22,1030,Wien,Privat,service-at@deichmann.com,+4317986400,+4317986400120,24.08.2020
EDUSCHO,EDUSCHO (Austria) GmbH,Infrastruktur,Einzelhandel,Gadnergasse 71,1110,Wien,Privat,service@eduscho.at,+431766220,+431766222297,24.08.2020
H&M,H & M Hennes & Mauritz GesmbH,Infrastruktur,Einzelhandel,Kirchengasse 6/6,1070,Wien,Privat,dataprotection.at@hm.com,+438006655900,,24.08.2020
Hartlauer,Hartlauer Handelsgesellschaft m.b.H.,Infrastruktur,Einzelhandel,Stadtplatz 13,4400,Steyr,Privat,office@hartlauer.at,+435061331001,+435061331099,24.08.2020
Hervis Sports,Hervis Sport- und Modegesellschaft m.b.H.,Infrastruktur,Einzelhandel,Europastraße 3,5015,Salzburg,Privat,office@hervis.at,+4366289640,+436628964379311,24.08.2020
Hofer,HOFER Kommanditgesellschaft,Infrastruktur,Einzelhandel,Hofer Straße 1,4642,Sattledt,Privat,datenschutz@hofer.at,+435703035500,,29.09.2020
IKEA,IKEA Möbelvertrieb OHG,Infrastruktur,Einzelhandel,Südring,2334,Vösendorf,Privat,ikea.austria@ikea.com,+43800081100,+43800081900,24.08.2020
Jö,Unser Ö-Bonus Club GmbH,Infrastruktur,Einzelhandel,"IZ NÖ-Süd, Straße 3, Objekt 16",2355,Wiener Neudorf,Privat,service@joe-club.at,+4313865000,,24.08.2020
Lidl,Lidl Österreich GmbH,Infrastruktur,Einzelhandel,Unter der Leiten 11,5020,Salzburg,Privat,kundenservice@lidl.at,+43800500810,,29.09.2020
Lieb Markt,Lieb Markt GmbH,Infrastruktur,Einzelhandel,Birkfelder Straße 40,8160,Weiz,Privat,office@lieb.at,+43317224170,,24.08.2020
McDonalds,McDonald's Franchise GmbH,Infrastruktur,Einzelhandel,"Campus 21, Liebermannstraße, A01601",2345,Brunn am Gebirge,Privat,kundenservice@mcdonalds.at,+43223630700,+43223630700487,24.08.2020
Merkur,"BILLA Aktiengesellschaft, Abteilung MERKUR",Infrastruktur,Einzelhandel,"IZ NÖ-Süd, Straße 3, Objekt 16",2355,Wiener Neudorf,Privat,kundenservice@merkur.co.at,+43800242400,,29.09.2020
Obi,OBI Bau-und Heimwerkermärkte Systemzentrale GmbH,Infrastruktur,Einzelhandel,Litfaßstraße 8,1030,Wien,Privat,service@obi.at,+43720883595,,24.08.2020
Spar,SPAR Österreichische Warenhandels-AG,Infrastruktur,Einzelhandel,Europastraße 3,5015,Salzburg,Privat,office@spar.at,+43800221120,,29.09.2020
Strandmeister,Strandmeister GmbH,Infrastruktur,Einzelhandel,SCS Voesendorf Allee 214 Shop 92,2334,Vösendorf,Privat,service@strandmeister.at,+4318902003,,24.08.2020
Unimarkt,Unimarkt Handelsgesellschaft m.b.H. & Co. Kommanditgesellschaft,Infrastruktur,Einzelhandel,Egger-Lienz-Straße 14,4050,Traun,Privat,office@unimarkt.at,+4372296010,+4372296012485,29.09.2020
XXXLutz,XXXLutz KG,Infrastruktur,Einzelhandel,Römerstraße 39,4600,Wels,Privat,kundenservice@lutz.at  ,+43501111000,+43724243881 ,24.08.2020
denn's,dennree Naturkost GmbH,Infrastruktur,Einzelhandel,Taborstraße 13/4,1020,Wien,Privat,info@denns.at,+4314818880,,24.08.2020
dm,dm drogerie markt GmbH,Infrastruktur,Einzelhandel,Günter-Bauer-Straße 1,5071,Wals,Privat,kundenservice@dm.at,+4366285830,+4366285831111,24.08.2020
A.K.I.S.,A.K.I.S. Gesellschaft mbH,Infrastruktur,ISP,Meiselstraße 46/4,1150,Wien,Privat,office@akis.at,+4315037451,+4315037452,06.09.2020
BK-DAT,BK-DAT Electronics e.U.,Infrastruktur,ISP,Hieflauerstraße 18,8790,Eisenerz,Privat,info@bkdat.net,+43384860048,+43384860048150,06.09.2020
IPAX,IPAX OG,Infrastruktur,ISP,Donaustraße 106,3400,Klosterneuburg,Privat,office@ipax.at,+4313670030,+431367003015,06.09.2020
Innonet,Innonet ICT-Services GmbH,Infrastruktur,ISP,Goldschlagstraße 172/5/1,1140,Wien,Privat,support@innonet.at,+4357745745,+4357745746,06.09.2020
Innsbrucker Kommunalbetriebe,Innsbrucker Kommunalbetriebe Aktiengesellschaft,Infrastruktur,ISP,Salurner Straße 11,6020,Innsbruck,Privat,kundenservice@ikb.at,+43800500502,,06.09.2020
Kabel TV Frohnleiten,Kabel TV Frohnleiten GesmbH,Infrastruktur,ISP,Grazer Straße 10,8130,Frohnleiten,Privat,info@hiway.at,+43312632444,+43386223516238,06.09.2020
Magenta,T-Mobile Austria GmbH,Infrastruktur,ISP,"Rennweg 97-99, Postfach 676",1031,Wien Postfach,Privat,impressum@magenta.at,+436762000,,24.08.2020
Nessus,NESSUS GmbH,Infrastruktur,ISP,Fernkorngasse 10/3/501,1100,Wien,Privat,support@nessus.at,+4313360006,+43123488779,06.09.2020
Oja,Oja.at GmbH,Infrastruktur,ISP,Adi Dassler Gasse 6,9073,Klagenfurt-Viktring,Privat,office@oja.at,+43463597597,+43463597597277,06.09.2020
SAT-Krieglach,SAT-Krieglach,Infrastruktur,ISP,Bürstadtstraße 1-3,8670,Krieglach,Privat,sat@krieglach.net,+4367761811512,,06.09.2020
Stadtwerke Kapfenberg,Stadtwerke Kapfenberg GmbH,Infrastruktur,ISP,Stadtwerkestraße 6,8605,Kapfenberg,Privat,info@hiway.at,+433862235160,+43386223516238,06.09.2020
Stadtwerke Mürzzuschlag,Stadtwerke Mürzzschlag GmbH,Infrastruktur,ISP,Mariazeller Straße 45c,8680,Mürzzuschlag,Privat,office@stwmz.at,+43385220250,+4338522025620,06.09.2020
TeleTronic,TeleTronic Telekommunikations Service GmbH,Infrastruktur,ISP,Am Concorde Park 1/C5,2320,Schwechat,Privat,office@teletronic.at,+4312810000,+431281000077,06.09.2020
Unwired,Unwired Networks GmbH,Infrastruktur,ISP,Gonzagagasse 11/25,1010,Wien,Privat,office@unwirednetworks.net,+4319962051,,06.09.2020
easyname,easyname GmbH,Infrastruktur,ISP,Fernkorngasse 10/3/501,1100,Wien,Privat,office@easyname.com,+4313532222,,06.09.2020
funknetz,funknetz.at LE GmbH,Infrastruktur,ISP,Industriestraße 1/K01/11,2100,Korneuburg,Privat,office@funknetz.at,+4322622364010,,06.09.2020
kapper.net,KAPPER NETWORK-COMMUNICATIONS GmbH – kapper.net,Infrastruktur,ISP,"Alserbachstraße 11, Top 6",1090,Wien,Privat,info@kapper.net,+43590800,+4313195502,06.09.2020
next layer,next layer Telekommunikationsdienstleistungs- und BeratungsGmbH,Infrastruktur,ISP,Mariahilfer Gürtel 37/7,1150,Wien,Privat,office@nextlayer.at,+43517640,+4351764900,06.09.2020
A1,A1 Telekom Austria AG,Infrastruktur,Mobilfunk,Lassallestraße 9,1020,Wien,Privat,impressum@a1.at,+43506640,+43800664101,24.08.2020
BilliTel,ICC Calling Cards GmbH,Infrastruktur,Mobilfunk,Herzog-Odilo-Straße 101,5310,Mondsee,Privat,office@billitel.at,+43681810881,,12.09.2020
Drei,Hutchison Drei Austria GmbH,Infrastruktur,Mobilfunk,Brünner Straße 52,1210,Wien,Privat,serviceteam@drei.at,+43660303030,+43660303031,24.08.2020
Georg,A1 Telekom Austria AG,Infrastruktur,Mobilfunk,"Georg, Postfach 0621",1010,Wien,Privat,service@georg.at,+43681840610,+43681840640,24.08.2020
